Detected frames in file "D:/Captured Video\2021-09-22 13-09-45.mp4":
Frame 917 occurred 1 times.
Frame 918 occurred 1 times.
Frame 919 occurred 1 times.
Frame 920 occurred 1 times.
Frame 921 occurred 1 times.
Frame 922 occurred 1 times.
Frame 923 occurred 1 times.
Frame 924 occurred 1 times.
Frame 925 occurred 1 times.
Frame 926 occurred 1 times.
Frame 927 occurred 1 times.
Frame 928 occurred 1 times.
Frame 929 occurred 1 times.
Frame 930 occurred 1 times.
Frame 931 occurred 1 times.
Frame 932 occurred 1 times.
Frame 933 occurred 1 times.
Frame 934 occurred 1 times.
Frame 935 occurred 1 times.
Frame 936 occurred 1 times.
Frame 937 occurred 1 times.
Frame 938 occurred 1 times.
Frame 939 occurred 1 times.
Frame 940 occurred 1 times.
Frame 941 occurred 1 times.
Frame 942 occurred 1 times.
Frame 943 occurred 1 times.
Frame 944 occurred 1 times.
Frame 945 occurred 1 times.
Frame 946 occurred 1 times.
Frame 947 occurred 1 times.
Frame 948 occurred 1 times.
Frame 949 occurred 1 times.
Frame 950 occurred 1 times.
Frame 951 occurred 1 times.
Frame 952 occurred 1 times.
Frame 953 occurred 1 times.
Frame 954 occurred 1 times.
Frame 955 occurred 1 times.
Frame 956 occurred 1 times.
Frame 957 occurred 1 times.
Frame 958 occurred 1 times.
Frame 959 occurred 1 times.
Frame 960 occurred 1 times.
Frame 961 occurred 1 times.
Frame 962 occurred 1 times.
Frame 963 occurred 1 times.
Frame 964 occurred 1 times.
Frame 965 occurred 1 times.
Frame 966 occurred 1 times.
Frame 967 occurred 1 times.
Frame 968 occurred 1 times.
Frame 969 occurred 1 times.
Frame 970 occurred 1 times.
Frame 971 occurred 1 times.
Frame 972 occurred 1 times.
Frame 973 occurred 1 times.
Frame 974 occurred 1 times.
Frame 975 occurred 1 times.
Frame 976 occurred 1 times.
Frame 977 occurred 1 times.
Frame 978 occurred 1 times.
Frame 979 occurred 1 times.
Frame 980 occurred 1 times.
Frame 981 occurred 1 times.
Frame 982 occurred 1 times.
Frame 983 occurred 1 times.
Frame 984 occurred 1 times.
Frame 985 occurred 1 times.
Frame 986 occurred 1 times.
Frame 987 occurred 1 times.
Frame 988 occurred 1 times.
Frame 989 occurred 1 times.
Frame 990 occurred 1 times.
Frame 991 occurred 1 times.
Frame 992 occurred 1 times.
Frame 993 occurred 1 times.
Frame 994 occurred 1 times.
Frame 995 occurred 1 times.
Frame 996 occurred 1 times.
Frame 997 occurred 1 times.
Frame 998 occurred 1 times.
Frame 999 occurred 1 times.
Frame 1000 occurred 1 times.
Frame 1001 occurred 1 times.
Frame 1002 occurred 1 times.
Frame 1003 occurred 1 times.
Frame 1004 occurred 1 times.
Frame 1005 occurred 1 times.
Frame 1006 occurred 1 times.
Frame 1007 occurred 1 times.
Frame 1008 occurred 1 times.
Frame 1009 occurred 1 times.
Frame 1010 occurred 1 times.
Frame 1011 occurred 1 times.
Frame 1012 occurred 1 times.
Frame 1013 occurred 1 times.
Frame 1014 occurred 1 times.
Frame 1015 occurred 1 times.
Frame 1016 occurred 1 times.
Frame 1017 occurred 1 times.
Frame 1018 occurred 1 times.
Frame 1019 occurred 1 times.
Frame 1020 occurred 1 times.
Frame 1021 occurred 1 times.
Frame 1022 occurred 1 times.
Frame 1023 occurred 1 times.
Frame 1024 occurred 1 times.
Frame 1025 occurred 1 times.
Frame 1026 occurred 1 times.
Frame 1027 occurred 1 times.
Frame 1028 occurred 1 times.
Frame 1029 occurred 1 times.
Frame 1030 occurred 1 times.
Frame 1031 occurred 1 times.
Frame 1032 occurred 1 times.
Frame 1033 occurred 1 times.
Frame 1034 occurred 1 times.
Frame 1035 occurred 1 times.
Frame 1036 occurred 1 times.
Frame 1037 occurred 1 times.
Frame 1038 occurred 1 times.
Frame 1039 occurred 1 times.
Frame 1040 occurred 1 times.
Frame 1041 occurred 1 times.
Frame 1042 occurred 1 times.
Frame 1043 occurred 1 times.
Frame 1044 occurred 1 times.
Frame 1045 occurred 1 times.
Frame 1046 occurred 1 times.
Frame 1047 occurred 1 times.
Frame 1048 occurred 1 times.
Frame 1049 occurred 1 times.
Frame 1050 occurred 1 times.
Frame 1051 occurred 1 times.
Frame 1052 occurred 1 times.
Frame 1053 occurred 1 times.
Frame 1054 occurred 1 times.
Frame 1055 occurred 1 times.
Frame 1056 occurred 1 times.
Frame 1057 occurred 1 times.
Frame 1058 occurred 1 times.
Frame 1059 occurred 1 times.
Frame 1060 occurred 1 times.
Frame 1061 occurred 1 times.
Frame 1062 occurred 1 times.
Frame 1063 occurred 1 times.
Frame 1064 occurred 1 times.
Frame 1065 occurred 1 times.
Frame 1066 occurred 1 times.
Frame 1067 occurred 1 times.
Frame 1068 occurred 1 times.
Frame 1069 occurred 1 times.
Frame 1070 occurred 1 times.
Frame 1071 occurred 1 times.
Frame 1072 occurred 1 times.
Frame 1073 occurred 1 times.
Frame 1074 occurred 1 times.
Frame 1075 occurred 1 times.
Frame 1076 occurred 1 times.
Frame 1077 occurred 1 times.
Frame 1078 occurred 1 times.
Frame 1079 occurred 1 times.
Frame 1080 occurred 1 times.
Frame 1081 occurred 1 times.
Frame 1082 occurred 1 times.
Frame 1083 occurred 1 times.
Frame 1084 occurred 1 times.
Frame 1085 occurred 1 times.
Frame 1086 occurred 1 times.
Frame 1087 occurred 1 times.
Frame 1088 occurred 1 times.
Frame 1089 occurred 1 times.
Frame 1090 occurred 1 times.
Frame 1091 occurred 1 times.
Frame 1092 occurred 1 times.
Frame 1093 occurred 1 times.
Frame 1094 occurred 1 times.
Frame 1095 occurred 1 times.
Frame 1096 occurred 1 times.
Frame 1097 occurred 1 times.
Frame 1098 occurred 1 times.
Frame 1099 occurred 1 times.
Frame 1100 occurred 1 times.
Frame 1101 occurred 1 times.
Frame 1102 occurred 1 times.
Frame 1103 occurred 1 times.
Frame 1104 occurred 1 times.
Frame 1105 occurred 1 times.
Frame 1106 occurred 1 times.
Frame 1107 occurred 1 times.
Frame 1108 occurred 1 times.
Frame 1109 occurred 1 times.
Frame 1110 occurred 1 times.
Frame 1111 occurred 1 times.
Frame 1112 occurred 1 times.
Frame 1113 occurred 1 times.
Frame 1114 occurred 1 times.
Frame 1115 occurred 1 times.
Frame 1116 occurred 1 times.
Frame 1117 occurred 1 times.
Frame 1118 occurred 1 times.
Frame 1119 occurred 1 times.
Frame 1120 occurred 1 times.
Frame 1121 occurred 1 times.
Frame 1122 occurred 1 times.
Frame 1123 occurred 1 times.
Frame 1124 occurred 1 times.
Frame 1125 occurred 1 times.
Frame 1126 occurred 1 times.
Frame 1127 occurred 1 times.
Frame 1128 occurred 1 times.
Frame 1129 occurred 1 times.
Frame 1130 occurred 1 times.
Frame 1131 occurred 1 times.
Frame 1132 occurred 1 times.
Frame 1133 occurred 1 times.
Frame 1134 occurred 1 times.
Frame 1135 occurred 1 times.
Frame 1136 occurred 1 times.
Frame 1137 occurred 1 times.
Frame 1138 occurred 1 times.
Frame 1139 occurred 1 times.
Frame 1140 occurred 1 times.
Frame 1141 occurred 1 times.
Frame 1142 occurred 1 times.
Frame 1143 occurred 1 times.
Frame 1144 occurred 1 times.
Frame 1145 occurred 1 times.
Frame 1146 occurred 1 times.
Frame 1147 occurred 1 times.
Frame 1148 occurred 1 times.
Frame 1149 occurred 1 times.
Frame 1150 occurred 1 times.
Frame 1151 occurred 1 times.
Frame 1152 occurred 1 times.
Frame 1153 occurred 1 times.
Frame 1154 occurred 1 times.
Frame 1155 occurred 1 times.
Frame 1156 occurred 1 times.
Frame 1157 occurred 1 times.
Frame 1158 occurred 1 times.
Frame 1159 occurred 1 times.
Frame 1160 occurred 1 times.
Frame 1161 occurred 1 times.
Frame 1162 occurred 1 times.
Frame 1163 occurred 1 times.
Frame 1164 occurred 1 times.
Frame 1165 occurred 1 times.
Frame 1166 occurred 1 times.
Frame 1167 occurred 1 times.
Frame 1168 occurred 1 times.
Frame 1169 occurred 1 times.
Frame 1170 occurred 1 times.
Frame 1171 occurred 1 times.
Frame 1172 occurred 1 times.
Frame 1173 occurred 1 times.
Frame 1174 occurred 1 times.
Frame 1175 occurred 1 times.
Frame 1176 occurred 1 times.
Frame 1177 occurred 1 times.
Frame 1178 occurred 1 times.
Frame 1179 occurred 1 times.
Frame 1180 occurred 1 times.
Frame 1181 occurred 1 times.
Frame 1182 occurred 1 times.
Frame 1183 occurred 1 times.
Frame 1184 occurred 1 times.
Frame 1185 occurred 1 times.
Frame 1186 occurred 1 times.
Frame 1187 occurred 1 times.
Frame 1188 occurred 1 times.
Frame 1189 occurred 1 times.
Frame 1190 occurred 1 times.
Frame 1191 occurred 1 times.
Frame 1192 occurred 1 times.
Frame 1193 occurred 1 times.
Frame 1194 occurred 1 times.
Frame 1195 occurred 1 times.
Frame 1196 occurred 1 times.
Frame 1197 occurred 1 times.
Frame 1198 occurred 1 times.
Frame 1199 occurred 1 times.
Frame 1200 occurred 1 times.
Frame 1201 occurred 1 times.
Frame 1202 occurred 1 times.
Frame 1203 occurred 1 times.
Frame 1204 occurred 1 times.
Frame 1205 occurred 1 times.
Frame 1206 occurred 1 times.
Frame 1207 occurred 1 times.
Frame 1208 occurred 1 times.
Frame 1209 occurred 1 times.
Frame 1210 occurred 1 times.
Frame 1211 occurred 1 times.
Frame 1212 occurred 1 times.
Frame 1213 occurred 1 times.
Frame 1214 occurred 1 times.
Frame 1215 occurred 1 times.
Frame 1216 occurred 1 times.
Frame 1217 occurred 1 times.
Frame 1218 occurred 1 times.
Frame 1219 occurred 1 times.
Frame 1220 occurred 1 times.
Frame 1221 occurred 1 times.
Frame 1222 occurred 1 times.
Frame 1223 occurred 1 times.
Frame 1224 occurred 1 times.
Frame 1225 occurred 1 times.
Frame 1226 occurred 1 times.
Frame 1227 occurred 1 times.
Frame 1228 occurred 1 times.
Frame 1229 occurred 1 times.
Frame 1230 occurred 1 times.
Frame 1231 occurred 1 times.
Frame 1232 occurred 1 times.
Frame 1233 occurred 1 times.
Frame 1234 occurred 1 times.
Frame 1235 occurred 1 times.
Frame 1236 occurred 1 times.
Frame 1237 occurred 1 times.
Frame 1238 occurred 1 times.
Frame 1239 occurred 1 times.
Frame 1240 occurred 1 times.
Frame 1241 occurred 1 times.
Frame 1242 occurred 1 times.
Frame 1243 occurred 1 times.
Frame 1244 occurred 1 times.
Frame 1245 occurred 1 times.
Frame 1246 occurred 1 times.
Frame 1247 occurred 1 times.
Frame 1248 occurred 1 times.
Frame 1249 occurred 1 times.
Frame 1250 occurred 1 times.
Frame 1251 occurred 1 times.
Frame 1252 occurred 1 times.
Frame 1253 occurred 1 times.
Frame 1254 occurred 1 times.
Frame 1255 occurred 1 times.
Frame 1256 occurred 1 times.
Frame 1257 occurred 1 times.
Frame 1258 occurred 1 times.
Frame 1259 occurred 1 times.
Frame 1260 occurred 1 times.
Frame 1261 occurred 1 times.
Frame 1262 occurred 1 times.
Frame 1263 occurred 1 times.
Frame 1264 occurred 1 times.
Frame 1265 occurred 1 times.
Frame 1266 occurred 1 times.
Frame 1267 occurred 1 times.
Frame 1268 occurred 1 times.
Frame 1269 occurred 1 times.
Frame 1270 occurred 1 times.
Frame 1271 occurred 1 times.
Frame 1272 occurred 1 times.
Frame 1273 occurred 1 times.
Frame 1274 occurred 1 times.
Frame 1275 occurred 1 times.
Frame 1276 occurred 1 times.
Frame 1277 occurred 1 times.
Frame 1278 occurred 1 times.
Frame 1279 occurred 1 times.
Frame 1280 occurred 1 times.
Frame 1281 occurred 1 times.
Frame 1282 occurred 1 times.
Frame 1283 occurred 1 times.
Frame 1284 occurred 1 times.
Frame 1285 occurred 1 times.
Frame 1286 occurred 1 times.
Frame 1287 occurred 1 times.
Frame 1288 occurred 1 times.
Frame 1289 occurred 1 times.
Frame 1290 occurred 1 times.
Frame 1291 occurred 1 times.
Frame 1292 occurred 1 times.
Frame 1293 occurred 1 times.
Frame 1294 occurred 1 times.
Frame 1295 occurred 1 times.
Frame 1296 occurred 1 times.
Frame 1297 occurred 1 times.
Frame 1298 occurred 1 times.
Frame 1299 occurred 1 times.
Frame 1300 occurred 1 times.
Frame 1301 occurred 1 times.
Frame 1302 occurred 1 times.
Frame 1303 occurred 1 times.
Frame 1304 occurred 1 times.
Frame 1305 occurred 1 times.
Frame 1306 occurred 1 times.
Frame 1307 occurred 1 times.
Frame 1308 occurred 1 times.
Frame 1309 occurred 1 times.
Frame 1310 occurred 1 times.
Frame 1311 occurred 1 times.
Frame 1312 occurred 1 times.
Frame 1313 occurred 1 times.
Frame 1314 occurred 1 times.
Frame 1315 occurred 1 times.
Frame 1316 occurred 1 times.
Frame 1317 occurred 1 times.
Frame 1318 occurred 1 times.
Frame 1319 occurred 1 times.
Frame 1320 occurred 1 times.
Frame 1321 occurred 1 times.
Frame 1322 occurred 1 times.
Frame 1323 occurred 1 times.
Frame 1324 occurred 1 times.
Frame 1325 occurred 1 times.
Frame 1326 occurred 1 times.
Frame 1327 occurred 1 times.
Frame 1328 occurred 1 times.
Frame 1329 occurred 1 times.
Frame 1330 occurred 1 times.
Frame 1331 occurred 1 times.
Frame 1332 occurred 1 times.
Frame 1333 occurred 1 times.
Frame 1334 occurred 1 times.
Frame 1335 occurred 1 times.
Frame 1336 occurred 1 times.
Frame 1337 occurred 1 times.
Frame 1338 occurred 1 times.
Frame 1339 occurred 1 times.
Frame 1340 occurred 1 times.
Frame 1341 occurred 1 times.
Frame 1342 occurred 1 times.
Frame 1343 occurred 1 times.
Frame 1344 occurred 1 times.
Frame 1345 occurred 1 times.
Frame 1346 occurred 1 times.
Frame 1347 occurred 1 times.
Frame 1348 occurred 1 times.
Frame 1349 occurred 1 times.
Frame 1350 occurred 1 times.
Frame 1351 occurred 1 times.
Frame 1352 occurred 1 times.
Frame 1353 occurred 1 times.
Frame 1354 occurred 1 times.
Frame 1355 occurred 1 times.
Frame 1356 occurred 1 times.
Frame 1357 occurred 1 times.
Frame 1358 occurred 1 times.
Frame 1359 occurred 1 times.
Frame 1360 occurred 1 times.
Frame 1361 occurred 1 times.
Frame 1362 occurred 1 times.
Frame 1363 occurred 1 times.
Frame 1364 occurred 1 times.
Frame 1365 occurred 1 times.
Frame 1366 occurred 1 times.
Frame 1367 occurred 1 times.
Frame 1368 occurred 1 times.
Frame 1369 occurred 1 times.
Frame 1370 occurred 1 times.
Frame 1371 occurred 1 times.
Frame 1372 occurred 1 times.
Frame 1373 occurred 1 times.
Frame 1374 occurred 1 times.
Frame 1375 occurred 1 times.
Frame 1376 occurred 1 times.
Frame 1377 occurred 1 times.
Frame 1378 occurred 1 times.
Frame 1379 occurred 1 times.
Frame 1380 occurred 1 times.
Frame 1381 occurred 1 times.
Frame 1382 occurred 1 times.
Frame 1383 occurred 1 times.
Frame 1384 occurred 1 times.
Frame 1385 occurred 1 times.
Frame 1386 occurred 1 times.
Frame 1387 occurred 1 times.
Frame 1388 occurred 1 times.
Frame 1389 occurred 1 times.
Frame 1390 occurred 1 times.
Frame 1391 occurred 1 times.
Frame 1392 occurred 1 times.
Frame 1393 occurred 1 times.
Frame 1394 occurred 1 times.
Frame 1395 occurred 1 times.
Frame 1396 occurred 1 times.
Frame 1397 occurred 1 times.
Frame 1398 occurred 1 times.
Frame 1399 occurred 1 times.
Frame 1400 occurred 1 times.
Frame 1401 occurred 1 times.
Frame 1402 occurred 1 times.
Frame 1403 occurred 1 times.
Frame 1404 occurred 1 times.
Frame 1405 occurred 1 times.
Frame 1406 occurred 1 times.
Frame 1407 occurred 1 times.
Frame 1408 occurred 1 times.
Frame 1409 occurred 1 times.
Frame 1410 occurred 1 times.
Frame 1411 occurred 1 times.
Frame 1412 occurred 1 times.
Frame 1413 occurred 1 times.
Frame 1414 occurred 1 times.
Frame 1415 occurred 1 times.
Frame 1416 occurred 1 times.
Frame 1417 occurred 1 times.
Frame 1418 occurred 1 times.
Frame 1419 occurred 1 times.
Frame 1420 occurred 1 times.
Frame 1421 occurred 1 times.
Frame 1422 occurred 1 times.
Frame 1423 occurred 1 times.
Frame 1424 occurred 1 times.
Frame 1425 occurred 1 times.
Frame 1426 occurred 1 times.
Frame 1427 occurred 1 times.
Frame 1428 occurred 1 times.
Frame 1429 occurred 1 times.
Frame 1430 occurred 1 times.
Frame 1431 occurred 1 times.
Frame 1432 occurred 1 times.
Frame 1433 occurred 1 times.
Frame 1434 occurred 1 times.
Frame 1435 occurred 1 times.
Frame 1436 occurred 1 times.
Frame 1437 occurred 1 times.
Frame 1438 occurred 1 times.
Frame 1439 occurred 1 times.
Frame 1440 occurred 1 times.
Frame 1441 occurred 1 times.
Frame 1442 occurred 1 times.
Frame 1443 occurred 1 times.
Frame 1444 occurred 1 times.
Frame 1445 occurred 1 times.
Frame 1446 occurred 1 times.
Frame 1447 occurred 1 times.
Frame 1448 occurred 1 times.
Frame 1449 occurred 1 times.
Frame 1450 occurred 1 times.
Frame 1451 occurred 1 times.
Frame 1452 occurred 1 times.
Frame 1453 occurred 1 times.
Frame 1454 occurred 1 times.
Frame 1455 occurred 1 times.
Frame 1456 occurred 1 times.
Frame 1457 occurred 1 times.
Frame 1458 occurred 1 times.
Frame 1459 occurred 1 times.
Frame 1460 occurred 1 times.
Frame 1461 occurred 1 times.
Frame 1462 occurred 1 times.
Frame 1463 occurred 1 times.
Frame 1464 occurred 1 times.
Frame 1465 occurred 1 times.
Frame 1466 occurred 1 times.
Frame 1467 occurred 1 times.
Frame 1468 occurred 1 times.
Frame 1469 occurred 1 times.
Frame 1470 occurred 1 times.
Frame 1471 occurred 1 times.
Frame 1472 occurred 1 times.
Frame 1473 occurred 1 times.
Frame 1474 occurred 1 times.
Frame 1475 occurred 1 times.
Frame 1476 occurred 1 times.
Frame 1477 occurred 1 times.
Frame 1478 occurred 1 times.
Frame 1479 occurred 1 times.
Frame 1480 occurred 1 times.
Frame 1481 occurred 1 times.
Frame 1482 occurred 1 times.
Frame 1483 occurred 1 times.
Frame 1484 occurred 1 times.
Frame 1485 occurred 1 times.
Frame 1486 occurred 1 times.
Frame 1487 occurred 1 times.
Frame 1488 occurred 1 times.
Frame 1489 occurred 1 times.
Frame 1490 occurred 1 times.
Frame 1491 occurred 1 times.
Frame 1492 occurred 1 times.
Frame 1493 occurred 1 times.
Frame 1494 occurred 1 times.
Frame 1495 occurred 1 times.
Frame 1496 occurred 1 times.
Frame 1497 occurred 1 times.
Frame 1498 occurred 1 times.
Frame 1499 occurred 1 times.
Frame 1500 occurred 1 times.
Frame 1501 occurred 1 times.
Frame 1502 occurred 1 times.
Frame 1503 occurred 1 times.
Frame 1504 occurred 1 times.
Frame 1505 occurred 1 times.
Frame 1506 occurred 1 times.
Frame 1507 occurred 1 times.
Frame 1508 occurred 1 times.
Frame 1509 occurred 1 times.
Frame 1510 occurred 1 times.
Frame 1511 occurred 1 times.
Frame 1512 occurred 1 times.
Frame 1513 occurred 1 times.
Frame 1514 occurred 1 times.
Frame 1515 occurred 1 times.
Frame 1516 occurred 1 times.
Frame 1517 occurred 1 times.
Frame 1518 occurred 1 times.
Frame 1519 occurred 1 times.
Frame 1520 occurred 1 times.
Frame 1521 occurred 1 times.
Frame 1522 occurred 1 times.
Frame 1523 occurred 1 times.
Frame 1524 occurred 1 times.
Frame 1525 occurred 1 times.
Frame 1526 occurred 1 times.
Frame 1527 occurred 1 times.
Frame 1528 occurred 1 times.
Frame 1529 occurred 1 times.
Frame 1530 occurred 1 times.
Frame 1531 occurred 1 times.
Frame 1532 occurred 1 times.
Frame 1533 occurred 1 times.
Frame 1534 occurred 1 times.
Frame 1535 occurred 1 times.
Frame 1536 occurred 1 times.
Frame 1537 occurred 1 times.
Frame 1538 occurred 1 times.
Frame 1539 occurred 1 times.
Frame 1540 occurred 1 times.
Frame 1541 occurred 1 times.
Frame 1542 occurred 1 times.
Frame 1543 occurred 1 times.
Frame 1544 occurred 1 times.
Frame 1545 occurred 1 times.
Frame 1546 occurred 1 times.
Frame 1547 occurred 1 times.
Frame 1548 occurred 1 times.
Frame 1549 occurred 1 times.
Frame 1550 occurred 1 times.
Frame 1551 occurred 1 times.
Frame 1552 occurred 1 times.
Frame 1553 occurred 1 times.
Frame 1554 occurred 1 times.
Frame 1555 occurred 1 times.
Frame 1556 occurred 1 times.
Frame 1557 occurred 1 times.
Frame 1558 occurred 1 times.
Frame 1559 occurred 1 times.
Frame 1560 occurred 1 times.
Frame 1561 occurred 1 times.
Frame 1562 occurred 1 times.
Frame 1563 occurred 1 times.
Frame 1564 occurred 1 times.
Frame 1565 occurred 1 times.
Frame 1566 occurred 1 times.
Frame 1567 occurred 1 times.
Frame 1568 occurred 1 times.
Frame 1569 occurred 1 times.
Frame 1570 occurred 1 times.
Frame 1571 occurred 1 times.
Frame 1572 occurred 1 times.
Frame 1573 occurred 1 times.
Frame 1574 occurred 1 times.
Frame 1575 occurred 1 times.
Frame 1576 occurred 1 times.
Frame 1577 occurred 1 times.
Frame 1578 occurred 1 times.
Frame 1579 occurred 1 times.
Frame 1580 occurred 1 times.
Frame 1581 occurred 1 times.
Frame 1582 occurred 1 times.
Frame 1583 occurred 1 times.
Frame 1584 occurred 1 times.
Frame 1585 occurred 1 times.
Frame 1586 occurred 1 times.
Frame 1587 occurred 1 times.
Frame 1588 occurred 1 times.
Frame 1589 occurred 1 times.
Frame 1590 occurred 1 times.
Frame 1591 occurred 1 times.
Frame 1592 occurred 1 times.
Frame 1593 occurred 1 times.
Frame 1594 occurred 1 times.
Frame 1595 occurred 1 times.
Frame 1596 occurred 1 times.
Frame 1597 occurred 1 times.
Frame 1598 occurred 1 times.
Frame 1599 occurred 1 times.
Frame 1600 occurred 1 times.
Frame 1601 occurred 1 times.
Frame 1602 occurred 1 times.
Frame 1603 occurred 1 times.
Frame 1604 occurred 1 times.
Frame 1605 occurred 1 times.
Frame 1606 occurred 1 times.
Frame 1607 occurred 1 times.
Frame 1608 occurred 1 times.
Frame 1609 occurred 1 times.
Frame 1610 occurred 1 times.
Frame 1611 occurred 1 times.
Frame 1612 occurred 1 times.
Frame 1613 occurred 1 times.
Frame 1614 occurred 1 times.
Frame 1615 occurred 1 times.
Frame 1616 occurred 1 times.
Frame 1617 occurred 1 times.
Frame 1618 occurred 1 times.
Frame 1619 occurred 1 times.
Frame 1620 occurred 1 times.
Frame 1621 occurred 1 times.
Frame 1622 occurred 1 times.
Frame 1623 occurred 1 times.
Frame 1624 occurred 1 times.
Frame 1625 occurred 1 times.
Frame 1626 occurred 1 times.
Frame 1627 occurred 1 times.
Frame 1628 occurred 1 times.
Frame 1629 occurred 1 times.
Frame 1630 occurred 1 times.
Frame 1631 occurred 1 times.
Frame 1632 occurred 1 times.
Frame 1633 occurred 1 times.
Frame 1634 occurred 1 times.
Frame 1635 occurred 1 times.
Frame 1636 occurred 1 times.
Frame 1637 occurred 1 times.
Frame 1638 occurred 1 times.
Frame 1639 occurred 1 times.
Frame 1640 occurred 1 times.
Frame 1641 occurred 1 times.
Frame 1642 occurred 1 times.
Frame 1643 occurred 1 times.
Frame 1644 occurred 1 times.
Frame 1645 occurred 1 times.
Frame 1646 occurred 1 times.
Frame 1647 occurred 1 times.
Frame 1648 occurred 1 times.
Frame 1649 occurred 1 times.
Frame 1650 occurred 1 times.
Frame 1651 occurred 1 times.
Frame 1652 occurred 1 times.
Frame 1653 occurred 1 times.
Frame 1654 occurred 1 times.
Frame 1655 occurred 1 times.
Frame 1656 occurred 1 times.
Frame 1657 occurred 1 times.
Frame 1658 occurred 1 times.
Frame 1659 occurred 1 times.
Frame 1660 occurred 1 times.
Frame 1661 occurred 1 times.
Frame 1662 occurred 1 times.
Frame 1663 occurred 1 times.
Frame 1664 occurred 1 times.
Frame 1665 occurred 1 times.
Frame 1666 occurred 1 times.
Frame 1667 occurred 1 times.
Frame 1668 occurred 1 times.
Frame 1669 occurred 1 times.
Frame 1670 occurred 1 times.
Frame 1671 occurred 1 times.
Frame 1672 occurred 1 times.
Frame 1673 occurred 1 times.
Frame 1674 occurred 1 times.
Frame 1675 occurred 1 times.
Frame 1676 occurred 1 times.
Frame 1677 occurred 1 times.
Frame 1678 occurred 1 times.
Frame 1679 occurred 1 times.
Frame 1680 occurred 1 times.
Frame 1681 occurred 1 times.
Frame 1682 occurred 1 times.
Frame 1683 occurred 1 times.
Frame 1684 occurred 1 times.
Frame 1685 occurred 1 times.
Frame 1686 occurred 1 times.
Frame 1687 occurred 1 times.
Frame 1688 occurred 1 times.
Frame 1689 occurred 1 times.
Frame 1690 occurred 1 times.
Frame 1691 occurred 1 times.
Frame 1692 occurred 1 times.
Frame 1693 occurred 1 times.
Frame 1694 occurred 1 times.
Frame 1695 occurred 1 times.
Frame 1696 occurred 1 times.
Frame 1697 occurred 1 times.
Frame 1698 occurred 1 times.
Frame 1699 occurred 1 times.
Frame 1700 occurred 1 times.
Frame 1701 occurred 1 times.
Frame 1702 occurred 1 times.
Frame 1703 occurred 1 times.
Frame 1704 occurred 1 times.
Frame 1705 occurred 1 times.
Frame 1706 occurred 1 times.
Frame 1707 occurred 1 times.
Frame 1708 occurred 1 times.
Frame 1709 occurred 1 times.
Frame 1710 occurred 1 times.
Frame 1711 occurred 1 times.
Frame 1712 occurred 1 times.
Frame 1713 occurred 1 times.
Frame 1714 occurred 1 times.
Frame 1715 occurred 1 times.
Frame 1716 occurred 1 times.
Frame 1717 occurred 1 times.
Frame 1718 occurred 1 times.
Frame 1719 occurred 1 times.
Frame 1720 occurred 1 times.
Frame 1721 occurred 1 times.
Frame 1722 occurred 1 times.
Frame 1723 occurred 1 times.
Frame 1724 occurred 1 times.
Frame 1725 occurred 1 times.
Frame 1726 occurred 1 times.
Frame 1727 occurred 1 times.
Frame 1728 occurred 1 times.
Frame 1729 occurred 1 times.
Frame 1730 occurred 1 times.
Frame 1731 occurred 1 times.
Frame 1732 occurred 1 times.
Frame 1733 occurred 1 times.
Frame 1734 occurred 1 times.
Frame 1735 occurred 1 times.
Frame 1736 occurred 1 times.
Frame 1737 occurred 1 times.
Frame 1738 occurred 1 times.
Frame 1739 occurred 1 times.
Frame 1740 occurred 1 times.
Frame 1741 occurred 1 times.
Frame 1742 occurred 1 times.
Frame 1743 occurred 1 times.
Frame 1744 occurred 1 times.
Frame 1745 occurred 1 times.
Frame 1746 occurred 1 times.
Frame 1747 occurred 1 times.
Frame 1748 occurred 1 times.
Frame 1749 occurred 1 times.
Frame 1750 occurred 1 times.
Frame 1751 occurred 1 times.
Frame 1752 occurred 1 times.
Frame 1753 occurred 1 times.
Frame 1754 occurred 1 times.
Frame 1755 occurred 1 times.
Frame 1756 occurred 1 times.
Frame 1757 occurred 1 times.
Frame 1758 occurred 1 times.
Frame 1759 occurred 1 times.
Frame 1760 occurred 1 times.
Frame 1761 occurred 1 times.
Frame 1762 occurred 1 times.
Frame 1763 occurred 1 times.
Frame 1764 occurred 1 times.
Frame 1765 occurred 1 times.
Frame 1766 occurred 1 times.
Frame 1767 occurred 1 times.
Frame 1768 occurred 1 times.
Frame 1769 occurred 1 times.
Frame 1770 occurred 1 times.
Frame 1771 occurred 1 times.
Frame 1772 occurred 1 times.
Frame 1773 occurred 1 times.
Frame 1774 occurred 1 times.
Frame 1775 occurred 1 times.
Frame 1776 occurred 1 times.
Frame 1777 occurred 1 times.
Frame 1778 occurred 1 times.
Frame 1779 occurred 1 times.
Frame 1780 occurred 1 times.
Frame 1781 occurred 1 times.
Frame 1782 occurred 1 times.
Frame 1783 occurred 1 times.
Frame 1784 occurred 1 times.
Frame 1785 occurred 1 times.
Frame 1786 occurred 1 times.
Frame 1787 occurred 1 times.
Frame 1788 occurred 1 times.
Frame 1789 occurred 1 times.
Frame 1790 occurred 1 times.
Frame 1791 occurred 1 times.
Frame 1792 occurred 1 times.
Frame 1793 occurred 1 times.
Frame 1794 occurred 1 times.
